ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,Complain,Z_CostContact,Z_Revenue,Age,Children,HouseholdSize,CustomerTenure,TotalSpend,TotalPurchases,DealsPurchases,WebVisitIntensity,WebShare,CatalogShare,StoreShare,CampaignAcceptance,cluster,pc1,pc2,segment
11217,1983,Basic,Single,53081.0,1,1,2012-07-04,52,73,19,41,30,16,25,6,3,1,2,10,1,0,1,0,0,0,0,3,11,32,2,3,911.0,204.0,6,6,10,0.5,0.16666666666666666,0.3333333333333333,2,1,2.148548622892641,-0.8395789132030944,Digital Enthusiasts
11218,1983,Graduation,Married,41941.0,0,1,2013-05-20,41,72,11,51,5,7,7,6,1,1,1,10,0,0,0,0,0,0,0,3,11,32,1,3,591.0,153.0,3,6,10,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,1,1.8886080578697817,-0.5882042352150528,Digital Enthusiasts
11219,1962,PhD,Together,89277.0,0,0,2012-06-25,35,519,219,624,68,463,40,0,17,8,10,1,0,0,1,0,0,0,0,3,11,53,0,2,920.0,1933.0,35,0,1,0.4857142857142857,0.22857142857142856,0.2857142857142857,1,0,-2.0156324394953864,-1.0166062862618355,High-Value Loyalists
11220,1967,Graduation,Widow,58019.0,0,0,2013-09-14,9,1084,55,300,265,11,492,0,6,3,25,4,0,0,0,1,0,0,0,3,11,48,0,1,474.0,2207.0,34,0,4,0.17647058823529413,0.08823529411764706,0.7352941176470589,1,0,-2.2765764518255884,1.581780001098887,High-Value Loyalists
11221,1970,Graduation,Single,60059.0,0,0,2014-06-15,33,366,114,315,82,21,205,1,10,2,13,6,0,0,0,0,0,0,0,3,11,45,0,1,205.34,1103.0,25,1,6,0.4,0.08,0.52,0,0,-1.306177184334268,0.48919139323617766,High-Value Loyalists
11222,1957,Graduation,Divorced,53363.0,1,1,2013-11-17,88,252,40,271,39,54,178,3,2,4,9,5,0,0,0,0,0,0,0,3,11,58,2,3,410.0,834.0,15,3,5,0.13333333333333333,0.26666666666666666,0.6,0,1,1.3801681260820198,0.9789249378871276,Digital Enthusiasts
11223,1976,Graduation,Together,35374.0,0,1,2014-06-18,57,145,15,146,19,9,18,7,4,2,4,13,0,0,0,1,0,1,0,3,11,39,1,3,205.34,352.0,10,7,13,0.4,0.2,0.4,2,1,2.0197225884654157,-0.25599894872089113,Digital Enthusiasts
11224,1953,Graduation,Widow,72142.0,0,0,2013-01-30,0,466,140,497,34,116,290,1,6,9,12,4,1,0,0,0,0,0,0,3,11,62,0,1,701.0,1543.0,27,1,4,0.2222222222222222,0.3333333333333333,0.4444444444444444,1,0,-2.0456548675454864,0.16529542549591864,High-Value Loyalists
11225,1959,Graduation,Together,52686.0,0,0,2013-12-20,42,88,45,129,58,106,153,3,1,2,6,8,0,0,0,0,0,0,0,3,11,56,0,2,377.0,579.0,9,3,8,0.1111111111111111,0.2222222222222222,0.6666666666666666,0,1,0.0952866636537937,1.531402309261687,Digital Enthusiasts
11226,1988,Graduation,Widow,66514.0,1,0,2013-05-20,55,325,8,35,49,39,91,0,3,4,4,5,0,0,0,0,0,0,1,3,11,27,1,2,591.0,547.0,11,0,5,0.2727272727272727,0.36363636363636365,0.36363636363636365,0,0,0.033904725500876115,-0.48342017376739277,High-Value Loyalists
11227,1971,Master,Single,78513.0,0,0,2013-03-08,40,518,54,228,21,158,35,0,5,8,11,9,1,0,1,0,0,0,0,3,11,44,0,1,664.0,1014.0,24,0,9,0.20833333333333334,0.3333333333333333,0.4583333333333333,2,0,-1.4649813835305419,0.13986638351141817,High-Value Loyalists
11228,1955,Graduation,Divorced,53440.0,1,1,2013-07-22,67,312,122,136,18,20,14,0,5,6,2,1,1,0,0,0,0,0,0,3,11,60,2,3,528.0,622.0,13,0,1,0.38461538461538464,0.46153846153846156,0.15384615384615385,1,1,0.7872876009990785,-1.5435303039875623,Digital Enthusiasts
11229,1950,Graduation,Single,115064.0,0,0,2013-08-22,14,725,206,507,197,46,344,0,17,2,16,4,0,0,0,0,0,0,0,3,11,65,0,1,497.0,2025.0,35,0,4,0.4857142857142857,0.05714285714285714,0.45714285714285713,0,0,-2.735912198986467,0.02470045315291318,High-Value Loyalists
11230,1971,Graduation,Divorced,90144.0,0,0,2012-02-14,18,387,810,583,93,12,308,1,9,13,15,3,1,0,0,0,1,0,0,3,11,44,0,1,1052.0,2193.0,37,1,3,0.24324324324324326,0.35135135135135137,0.40540540540540543,2,0,-2.6013336095747017,-0.31119314793880193,High-Value Loyalists
11231,1965,Graduation,Married,37133.0,0,1,2013-09-23,71,63,7,54,25,34,123,1,2,2,5,1,0,0,0,0,0,0,0,3,11,50,1,3,465.0,306.0,9,1,1,0.2222222222222222,0.2222222222222222,0.5555555555555556,0,1,0.8930449309610342,0.7586275058513311,Digital Enthusiasts
11232,1958,Graduation,Divorced,111349.0,0,0,2013-04-18,63,653,555,95,129,89,196,0,1,3,25,3,0,0,0,0,1,0,0,3,11,57,0,1,623.0,1717.0,29,0,3,0.034482758620689655,0.10344827586206896,0.8620689655172413,1,0,-2.2904824608731613,2.413793063179703,High-Value Loyalists
11233,1976,Graduation,Single,31246.0,0,1,2012-04-27,49,97,29,93,3,19,70,2,6,1,4,8,0,0,0,0,0,0,0,3,11,39,1,2,979.0,311.0,11,2,8,0.5454545454545454,0.09090909090909091,0.36363636363636365,0,1,0.8258417337451944,-0.48565200386718477,Digital Enthusiasts
11234,1972,Master,Together,130117.49999999999,0,0,2012-06-10,28,1139,404,716,119,122,280,0,13,5,28,5,0,1,0,0,0,0,0,3,11,43,0,2,935.0,2780.0,46,0,5,0.2826086956521739,0.10869565217391304,0.6086956521739131,1,0,-2.758639497143074,0.5192604940771425,High-Value Loyalists
11235,1961,Graduation,Divorced,97015.0,0,0,2012-05-09,52,1117,58,362,62,18,216,1,10,3,13,2,1,0,0,0,0,0,0,3,11,54,0,1,967.0,1833.0,26,1,2,0.38461538461538464,0.11538461538461539,0.5,1,0,-2.0930484176940487,0.3218338793427338,High-Value Loyalists
11236,1962,Graduation,Divorced,97123.0,0,0,2014-01-10,30,1357,18,245,12,189,323,1,19,4,11,4,0,0,0,0,0,1,0,3,11,53,0,1,356.0,2144.0,34,1,4,0.5588235294117647,0.11764705882352941,0.3235294117647059,1,0,-2.382700720168152,-0.7541281867039489,High-Value Loyalists
11237,1989,PhD,Divorced,72198.0,1,0,2012-12-20,52,351,32,448,79,10,151,0,6,4,8,3,0,0,0,0,0,1,0,3,11,26,1,2,742.0,1071.0,18,0,3,0.3333333333333333,0.2222222222222222,0.4444444444444444,1,0,-0.49834413592671944,-0.19808104017412329,High-Value Loyalists
11238,1976,Graduation,Widow,130117.49999999999,0,0,2013-01-23,11,507,16,442,232,126,164,0,12,5,8,1,0,1,0,0,0,0,0,3,11,39,0,1,708.0,1487.0,25,0,1,0.48,0.2,0.32,1,0,-2.683055464580866,-0.8633284350413342,High-Value Loyalists
11239,1987,Master,Together,105458.0,0,0,2012-12-03,28,599,110,844,135,230,400,1,30,4,6,8,0,1,0,1,0,1,0,3,11,28,0,2,759.0,2318.0,40,1,8,0.75,0.1,0.15,3,0,-1.9738994830471965,-2.1865137670956614,High-Value Loyalists
11240,1949,2n Cycle,Married,37722.0,0,0,2013-10-16,38,120,142,110,22,55,54,5,3,1,4,4,0,1,1,0,0,0,0,3,11,66,0,2,442.0,503.0,8,5,4,0.375,0.125,0.5,2,1,0.1855527539488854,0.6116268461427024,Digital Enthusiasts
11241,1980,Graduation,Single,86063.0,1,0,2013-02-25,0,684,27,382,2,5,232,0,2,7,8,10,0,0,1,0,0,0,0,3,11,35,1,2,675.0,1332.0,17,0,10,0.11764705882352941,0.4117647058823529,0.47058823529411764,1,0,-0.704986611019716,-0.011210933806490825,High-Value Loyalists
11242,1979,Graduation,Together,60716.0,1,0,2014-06-10,18,327,160,361,213,30,71,2,6,6,10,6,0,0,0,0,0,0,0,3,11,36,1,3,205.34,1162.0,22,2,6,0.2727272727272727,0.2727272727272727,0.45454545454545453,0,1,0.16392709071637063,-0.10674498830326046,Digital Enthusiasts
11243,1980,Master,Together,91950.0,0,0,2012-09-29,37,324,247,356,303,21,442,0,5,8,11,6,0,0,1,0,0,0,0,3,11,35,0,2,824.0,1693.0,24,0,6,0.20833333333333334,0.3333333333333333,0.4583333333333333,1,0,-1.4416608331091003,-0.05283373840419266,High-Value Loyalists
11244,1986,PhD,Divorced,50327.0,1,0,2014-05-06,50,127,269,229,137,7,247,2,4,3,5,3,0,0,0,0,1,0,0,3,11,29,1,2,240.0,1016.0,12,2,3,0.3333333333333333,0.25,0.4166666666666667,1,0,0.05954528383973379,-0.1971263602906013,High-Value Loyalists
11245,1981,Master,Married,72214.0,0,0,2013-07-10,54,452,54,192,36,98,116,1,3,5,11,7,1,0,0,0,1,0,0,3,11,34,0,2,540.0,948.0,19,1,7,0.15789473684210525,0.2631578947368421,0.5789473684210527,2,0,-0.6718604041257068,0.7200876083391954,High-Value Loyalists
11246,1977,PhD,Single,33358.0,1,1,2013-07-29,69,48,4,33,10,7,48,1,2,2,2,6,0,0,0,0,0,0,0,3,11,38,2,3,521.0,150.0,6,1,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,1,1.7758430334669957,-0.6260310504638015,Digital Enthusiasts
11247,1966,Graduation,Single,91821.0,0,0,2013-11-10,23,489,63,896,51,120,579,0,2,18,15,5,0,0,0,0,1,0,0,3,11,49,0,1,417.0,2198.0,35,0,5,0.05714285714285714,0.5142857142857142,0.42857142857142855,1,0,-2.5392198744079675,0.0008566776019012651,High-Value Loyalists
11248,1949,Master,Married,49128.0,0,1,2014-02-27,11,206,40,280,11,1,139,1,4,5,3,8,1,0,0,0,0,1,0,3,11,66,1,3,308.0,677.0,12,1,8,0.3333333333333333,0.4166666666666667,0.25,2,1,0.4614135270234731,-0.9901565321662577,Digital Enthusiasts
11249,1935,Graduation,Divorced,76420.0,0,0,2014-02-23,26,288,226,226,15,10,92,3,6,2,3,6,0,0,0,0,0,0,0,3,11,80,0,1,312.0,857.0,11,3,6,0.5454545454545454,0.18181818181818182,0.2727272727272727,0,0,-0.9785561021186904,-0.5672318100368533,High-Value Loyalists
11250,1967,Graduation,Widow,130117.49999999999,0,0,2014-03-14,52,809,60,337,232,48,67,2,3,6,13,2,0,1,1,0,1,1,0,3,11,48,0,1,293.0,1553.0,22,2,2,0.13636363636363635,0.2727272727272727,0.5909090909090909,4,0,-2.3075373364060097,0.8448177547973383,High-Value Loyalists
11251,1958,2n Cycle,Widow,90841.0,0,0,2013-01-03,9,727,605,1211,441,769,153,1,12,11,35,1,1,1,0,0,1,0,0,3,11,57,0,1,728.0,3733.2199999999975,58,1,1,0.20689655172413793,0.1896551724137931,0.603448275862069,3,0,-3.7904008600385266,0.6567996631296661,High-Value Loyalists
11252,1973,PhD,Widow,91159.0,0,0,2013-12-02,26,1028,75,288,11,31,211,0,4,11,9,2,0,0,1,1,1,0,0,3,11,42,0,1,395.0,1644.0,24,0,2,0.16666666666666666,0.4583333333333333,0.375,3,0,-2.31844842159039,-0.3403327507649774,High-Value Loyalists
11253,1985,Graduation,Married,35265.0,0,1,2012-09-19,59,106,2,40,8,17,28,2,2,2,3,10,0,1,0,0,1,0,0,3,11,30,1,3,834.0,201.0,7,2,10,0.2857142857142857,0.2857142857142857,0.42857142857142855,2,1,1.4596097338306122,-0.185328360712013,Digital Enthusiasts
11254,1969,Graduation,Together,112282.0,0,0,2013-03-17,0,413,374,218,128,34,136,1,6,5,10,5,0,1,0,0,0,0,0,3,11,46,0,2,655.0,1303.0,21,1,5,0.2857142857142857,0.23809523809523808,0.47619047619047616,1,0,-1.647969868856066,0.059965893300402855,High-Value Loyalists
11255,1966,Graduation,Single,48689.0,0,0,2012-05-15,59,115,22,37,102,31,14,2,2,0,7,9,0,0,0,0,0,0,0,3,11,49,0,1,961.0,321.0,9,2,9,0.2222222222222222,0.0,0.7777777777777778,0,0,-0.17433953942539873,2.0833760031828548,High-Value Loyalists
11256,1971,PhD,Single,34929.0,1,1,2013-01-22,91,136,47,237,39,8,34,0,5,2,4,4,0,0,0,0,0,0,0,3,11,44,2,3,709.0,501.0,11,0,4,0.45454545454545453,0.18181818181818182,0.36363636363636365,0,1,1.477770933718389,-0.5182886037394495,Digital Enthusiasts
11257,1960,2n Cycle,Widow,63242.0,1,0,2013-05-19,51,377,25,248,191,16,187,1,4,6,10,8,1,1,1,0,1,1,0,3,11,55,1,2,592.0,1044.0,20,1,8,0.2,0.3,0.5,5,0,-0.33016321251270997,0.2835548138923494,High-Value Loyalists
11258,1987,Master,Together,34121.0,1,1,2014-01-21,52,122,36,164,16,5,9,4,4,2,4,6,0,0,0,0,0,0,0,3,11,28,2,4,345.0,352.0,10,4,6,0.4,0.2,0.4,0,1,2.3527409616132076,-0.4762477175104598,Digital Enthusiasts
11259,1940,Master,Single,51609.0,0,0,2012-02-04,26,67,61,194,25,67,27,2,3,1,5,6,0,0,0,0,0,0,0,3,11,75,0,1,1062.0,441.0,9,2,6,0.3333333333333333,0.1111111111111111,0.5555555555555556,0,0,-0.6625798887550963,1.0009008025629713,High-Value Loyalists
11260,1971,PhD,Divorced,65598.0,0,0,2013-06-22,21,1697,26,925,130,506,498,1,16,31,11,2,0,0,1,0,1,0,0,3,11,44,0,1,558.0,3733.2199999999975,58,1,2,0.27586206896551724,0.5344827586206896,0.1896551724137931,2,0,-3.354250140178722,-1.5541000439828503,High-Value Loyalists
11261,1991,Graduation,Widow,74830.0,1,0,2014-02-10,49,332,63,159,111,223,118,0,3,2,14,10,0,0,0,0,0,0,0,3,11,24,1,2,325.0,1006.0,19,0,10,0.15789473684210525,0.10526315789473684,0.7368421052631579,0,0,-0.12699616746721618,1.424476289213757,High-Value Loyalists
11262,1970,Graduation,Divorced,95829.0,0,1,2013-11-29,37,364,64,259,80,6,267,1,1,3,6,4,0,0,0,1,0,0,0,3,11,45,1,2,398.0,1040.0,10,1,4,0.1,0.3,0.6,1,0,-0.5550392876255097,0.8890152744821578,High-Value Loyalists
11263,1959,Graduation,Divorced,60069.0,0,0,2013-03-05,42,295,44,214,30,138,350,4,13,1,7,4,0,0,0,0,0,1,0,3,11,56,0,1,667.0,1071.0,21,4,4,0.6190476190476191,0.047619047619047616,0.3333333333333333,1,0,-0.9829044059429572,-0.4964142805955112,High-Value Loyalists
11264,1963,Graduation,Widow,50904.0,1,1,2013-01-03,80,187,0,58,26,39,50,2,2,3,4,7,1,0,1,0,0,0,0,3,11,52,2,3,728.0,360.0,9,2,7,0.2222222222222222,0.3333333333333333,0.4444444444444444,2,1,1.567621182361976,0.024444893573185078,Digital Enthusiasts
11265,1959,Graduation,Widow,43905.0,1,0,2013-07-02,46,643,186,161,57,95,289,5,14,6,7,5,1,0,0,1,0,1,0,3,11,56,1,2,548.0,1431.0,27,5,5,0.5185185185185185,0.2222222222222222,0.25925925925925924,3,0,-0.059488601878381564,-1.0429582407129858,High-Value Loyalists
11266,1971,2n Cycle,Widow,94356.0,0,0,2013-09-25,18,383,211,1012,92,21,370,1,4,13,12,1,0,0,0,1,0,0,0,3,11,44,0,1,463.0,2089.0,29,1,1,0.13793103448275862,0.4482758620689655,0.41379310344827586,1,0,-2.518544352943957,-0.10535939327198923,High-Value Loyalists
11267,1951,Graduation,Divorced,43061.0,0,0,2012-12-26,55,67,167,100,82,104,13,1,1,2,7,4,0,1,0,0,0,0,0,3,11,64,0,1,736.0,533.0,10,1,4,0.1,0.2,0.7,1,0,-0.7128907611956097,1.8355468553913987,High-Value Loyalists
11268,1973,Graduation,Together,62105.0,1,0,2013-05-05,66,325,233,191,93,27,43,3,7,2,4,3,1,0,0,1,0,0,0,3,11,42,1,3,606.0,912.0,13,3,3,0.5384615384615384,0.15384615384615385,0.3076923076923077,2,1,0.6128949807913593,-0.9049472333484266,Digital Enthusiasts
11269,1971,2n Cycle,Married,75855.0,1,0,2012-01-04,34,167,106,213,55,2,27,0,4,5,4,5,0,0,0,0,0,0,0,3,11,44,1,3,1086.6599999999999,570.0,13,0,5,0.3076923076923077,0.38461538461538464,0.3076923076923077,0,1,0.2180570603258636,-0.8492317918952692,Digital Enthusiasts
11270,1954,Master,Divorced,53070.0,0,1,2012-10-12,32,149,52,62,31,15,249,5,2,1,4,9,0,1,0,0,1,1,0,3,11,61,1,2,811.0,558.0,7,5,9,0.2857142857142857,0.14285714285714285,0.5714285714285714,3,1,0.6672763705298226,0.8202951037937047,Digital Enthusiasts
11271,1973,Graduation,Divorced,49002.0,0,0,2013-12-10,50,962,274,419,47,4,69,1,13,4,9,7,1,1,0,1,0,0,0,3,11,42,0,1,387.0,1775.0,26,1,7,0.5,0.15384615384615385,0.34615384615384615,3,0,-1.391365104080281,-0.5868191173329709,High-Value Loyalists
11272,1972,Graduation,Divorced,49968.0,1,0,2013-01-08,30,558,190,211,226,125,134,1,10,1,15,5,0,1,0,1,0,0,0,3,11,43,1,2,723.0,1444.0,26,1,5,0.38461538461538464,0.038461538461538464,0.5769230769230769,2,0,-0.5549111748296696,0.5274250209148676,High-Value Loyalists
11273,1970,Master,Married,28828.0,1,1,2013-03-02,70,71,59,119,6,13,13,7,2,1,3,16,0,0,0,0,0,0,0,3,11,45,2,4,670.0,281.0,6,7,16,0.3333333333333333,0.16666666666666666,0.5,0,1,3.454260569377981,0.23981585392596397,Digital Enthusiasts
11274,1968,Graduation,Widow,99295.0,0,0,2014-04-24,0,229,55,460,260,23,275,0,7,5,7,1,0,1,0,0,0,0,0,3,11,47,0,1,252.0,1302.0,19,0,1,0.3684210526315789,0.2631578947368421,0.3684210526315789,1,0,-2.285685847404773,-0.38876703411922253,High-Value Loyalists
11275,1989,Graduation,Divorced,57656.0,0,0,2012-12-31,38,816,7,253,64,106,7,3,16,1,7,8,0,0,0,0,1,0,0,3,11,26,0,1,731.0,1253.0,24,3,8,0.6666666666666666,0.041666666666666664,0.2916666666666667,1,0,-0.9315266664879667,-1.020084450557142,High-Value Loyalists
11276,1962,PhD,Divorced,118191.0,0,0,2013-01-27,22,1274,82,249,769,53,364,0,35,3,9,4,0,1,0,0,0,0,0,3,11,53,0,1,704.0,2791.0,47,0,4,0.7446808510638298,0.06382978723404255,0.19148936170212766,1,0,-3.218341629999974,-1.7199566987513222,High-Value Loyalists
11277,1966,Graduation,Single,61597.0,0,0,2013-11-14,6,556,38,314,84,120,1125,1,11,10,18,4,0,0,1,0,1,0,0,3,11,49,0,1,413.0,2237.0,39,1,4,0.28205128205128205,0.2564102564102564,0.46153846153846156,2,0,-2.3948674825257608,0.05686535496053239,High-Value Loyalists
11278,1957,PhD,Married,69093.0,1,1,2014-01-31,25,216,59,215,79,61,32,1,8,1,6,8,0,0,0,0,0,0,0,3,11,58,2,4,335.0,662.0,15,1,8,0.5333333333333333,0.06666666666666667,0.4,0,1,1.3784025083662919,-0.5111418675720248,Digital Enthusiasts
11279,1961,Graduation,Divorced,45827.0,0,2,2012-11-08,51,104,8,64,10,8,13,2,3,2,2,4,1,0,0,0,0,0,0,3,11,54,2,3,784.0,207.0,7,2,4,0.42857142857142855,0.2857142857142857,0.2857142857142857,1,1,1.4301290781662268,-0.8807228696411386,Digital Enthusiasts
11280,1989,2n Cycle,Together,47719.0,1,0,2012-06-07,14,392,7,290,473,93,344,0,9,5,12,9,0,0,0,0,0,0,0,3,11,26,1,3,938.0,1599.0,26,0,9,0.34615384615384615,0.19230769230769232,0.46153846153846156,0,0,0.03059064079614628,-0.29546502176070866,High-Value Loyalists
11281,1964,2n Cycle,Married,61176.0,1,0,2013-08-05,0,186,45,90,20,5,3,2,1,2,3,1,0,0,0,0,0,0,0,3,11,51,1,3,514.0,349.0,6,2,1,0.16666666666666666,0.3333333333333333,0.5,0,1,0.3397007193890145,0.3892848702661603,Digital Enthusiasts
11282,1978,Graduation,Married,80922.0,0,0,2012-04-02,12,405,11,267,71,20,556,5,5,8,11,3,0,0,0,0,1,0,0,3,11,37,0,2,1004.0,1330.0,24,5,3,0.20833333333333334,0.3333333333333333,0.4583333333333333,1,0,-1.0150504702512402,0.03745844200332495,High-Value Loyalists
11283,1969,Graduation,Married,42422.0,0,1,2013-10-15,31,361,39,210,50,41,42,4,4,2,7,6,0,0,0,0,0,0,0,3,11,46,1,3,443.0,743.0,13,4,6,0.3076923076923077,0.15384615384615385,0.5384615384615384,0,1,0.9669608016958205,0.5119650057607884,Digital Enthusiasts
11284,1957,Graduation,Together,40022.0,0,0,2013-03-09,52,161,9,134,15,12,17,3,1,2,4,5,0,0,0,0,0,0,0,3,11,58,0,2,663.0,348.0,7,3,5,0.14285714285714285,0.2857142857142857,0.5714285714285714,0,1,0.236600149508654,1.0807524193417868,Digital Enthusiasts
11285,1967,PhD,Married,58756.0,1,0,2014-06-03,25,156,103,124,19,118,46,3,7,0,5,5,0,0,0,0,0,0,0,3,11,48,1,3,212.0,566.0,12,3,5,0.5833333333333334,0.0,0.4166666666666667,0,1,0.7192470756402232,-0.27334734155946716,Digital Enthusiasts
11286,1979,Graduation,Married,42389.0,0,0,2012-09-27,37,336,50,217,164,271,108,0,5,4,14,3,1,0,0,0,0,1,0,3,11,36,0,2,826.0,1146.0,23,0,3,0.21739130434782608,0.17391304347826086,0.6086956521739131,2,0,-0.943880881465567,0.8431424369746934,High-Value Loyalists
11287,1975,PhD,Together,62167.0,0,0,2013-11-22,17,458,55,209,107,14,121,1,5,4,9,9,0,1,1,0,0,0,0,3,11,40,0,2,405.0,964.0,18,1,9,0.2777777777777778,0.2222222222222222,0.5,2,0,-0.6774243697810874,0.25743746389614774,High-Value Loyalists
11288,1972,2n Cycle,Married,81612.0,0,0,2012-01-03,55,614,94,534,64,306,94,0,3,5,26,7,0,1,0,0,1,1,0,3,11,43,0,2,1086.6599999999999,1706.0,34,0,7,0.08823529411764706,0.14705882352941177,0.7647058823529411,3,0,-1.4963834912341278,1.6000053936425478,High-Value Loyalists
11289,1973,Graduation,Married,38140.0,1,1,2012-01-22,66,48,71,64,108,23,20,8,1,3,3,3,0,0,0,0,0,0,0,3,11,42,2,4,1075.0,334.0,7,8,3,0.14285714285714285,0.42857142857142855,0.42857142857142855,0,1,2.661681370886123,-0.03997148134270091,Digital Enthusiasts
11290,1995,Graduation,Together,58827.0,1,0,2013-02-07,31,515,226,277,24,143,34,2,5,6,4,3,0,0,0,0,1,1,0,3,11,20,1,3,693.0,1219.0,15,2,3,0.3333333333333333,0.4,0.26666666666666666,2,1,0.17858541231379044,-1.260281118676908,Digital Enthusiasts
11291,1984,Graduation,Married,45397.0,0,1,2013-07-16,61,145,42,88,50,20,34,10,3,1,7,6,0,0,0,0,0,0,0,3,11,31,1,3,534.0,379.0,11,10,6,0.2727272727272727,0.09090909090909091,0.6363636363636364,0,1,1.9501702754904546,1.0760106868777555,Digital Enthusiasts
11292,1955,Graduation,Together,46180.0,0,1,2012-05-30,70,145,6,90,2,8,30,8,1,0,3,3,0,0,0,0,0,0,0,3,11,60,1,3,946.0,281.0,4,8,3,0.25,0.0,0.75,0,1,1.7607429102253986,1.9023602732990232,Digital Enthusiasts
11293,1986,2n Cycle,Widow,84470.0,0,0,2013-07-08,39,785,193,1385,1002,5,480,3,11,17,31,1,0,1,1,0,0,0,0,3,11,29,0,1,542.0,3733.2199999999975,58,3,1,0.1864406779661017,0.288135593220339,0.5254237288135594,2,0,-3.2349906910721615,0.16976245894171904,High-Value Loyalists
11294,1966,Graduation,Single,77421.0,0,1,2013-08-21,41,493,165,323,59,124,53,2,6,4,5,7,1,0,0,0,0,0,0,3,11,49,1,2,498.0,1217.0,15,2,7,0.4,0.26666666666666666,0.3333333333333333,1,0,-0.21550866612765204,-0.6388807019433297,High-Value Loyalists
11295,1985,PhD,Divorced,80694.0,1,0,2012-04-21,0,827,46,281,7,35,44,1,9,5,3,7,0,0,1,0,0,0,0,3,11,30,1,2,985.0,1240.0,17,1,7,0.5294117647058824,0.29411764705882354,0.17647058823529413,1,0,-0.6161932282703934,-1.7855687380005967,High-Value Loyalists
11296,1968,Graduation,Single,104208.0,0,0,2014-02-15,16,388,123,194,55,91,141,0,7,2,4,4,0,0,0,0,0,1,0,3,11,47,0,1,320.0,992.0,13,0,4,0.5384615384615384,0.15384615384615385,0.3076923076923077,1,0,-1.8125733584181831,-0.7573751101637659,High-Value Loyalists
11297,1961,Graduation,Single,94909.0,0,0,2013-11-06,10,731,323,357,42,64,29,2,8,1,15,2,0,0,0,1,0,1,0,3,11,54,0,1,421.0,1546.0,24,2,2,0.3333333333333333,0.041666666666666664,0.625,2,0,-2.1458975560858105,0.9995132681263343,High-Value Loyalists
11298,1978,Graduation,Married,38686.0,0,1,2012-10-26,81,111,58,99,105,15,44,7,1,2,6,7,0,0,0,1,0,0,0,3,11,37,1,3,797.0,432.0,9,7,7,0.1111111111111111,0.2222222222222222,0.6666666666666666,1,1,1.8283389008004614,1.319848698586415,Digital Enthusiasts
11299,1965,Master,Divorced,61988.0,1,0,2012-12-03,29,324,64,125,30,61,89,0,2,5,7,5,0,0,0,0,0,0,0,3,11,50,1,2,759.0,693.0,14,0,5,0.14285714285714285,0.35714285714285715,0.5,0,0,-0.25739286815478357,0.40850561333623503,High-Value Loyalists
11300,1966,Master,Together,70622.0,0,0,2012-09-01,13,336,20,204,102,12,162,0,5,4,9,5,0,1,1,0,0,0,0,3,11,49,0,2,852.0,836.0,18,0,5,0.2777777777777778,0.2222222222222222,0.5,2,0,-1.086131904677046,0.2851306863736295,High-Value Loyalists
11301,1968,Graduation,Together,31391.0,1,1,2013-07-15,70,157,12,62,30,8,14,6,7,0,3,5,0,0,0,0,0,1,0,3,11,47,2,4,535.0,283.0,10,6,5,0.7,0.0,0.3,1,1,2.6384981528984155,-0.991400366942952,Digital Enthusiasts
11302,1974,PhD,Together,35916.0,0,1,2013-09-07,24,252,30,129,33,16,12,2,2,2,1,11,0,0,0,0,0,0,0,3,11,41,1,3,481.0,472.0,5,2,11,0.4,0.4,0.2,0,1,1.3128843883551544,-1.3486587822585827,Digital Enthusiasts
11303,1972,Graduation,Divorced,68216.0,1,0,2012-08-29,36,569,14,369,18,149,49,0,6,7,9,7,0,0,0,0,0,0,0,3,11,43,1,2,855.0,1168.0,22,0,7,0.2727272727272727,0.3181818181818182,0.4090909090909091,0,0,-0.46334742192668005,-0.2650140836734908,High-Value Loyalists
11304,1941,Graduation,Divorced,69367.0,0,0,2013-05-06,8,217,73,226,7,7,14,2,5,2,5,2,0,0,0,0,1,0,0,3,11,74,0,1,605.0,544.0,12,2,2,0.4166666666666667,0.16666666666666666,0.4166666666666667,1,0,-1.3124177461163447,0.1704129946453217,High-Value Loyalists
11305,1955,Graduation,Single,51567.0,0,0,2012-06-08,36,122,75,54,0,50,5,2,6,1,2,3,0,0,0,0,0,0,0,3,11,60,0,1,937.0,306.0,9,2,3,0.6666666666666666,0.1111111111111111,0.2222222222222222,0,0,-0.654250226178807,-0.9900938465361752,High-Value Loyalists
11306,1958,Graduation,Together,46446.0,1,1,2013-01-05,47,175,13,77,10,2,55,3,1,3,5,9,0,0,0,0,0,0,0,3,11,57,2,4,726.0,332.0,9,3,9,0.1111111111111111,0.3333333333333333,0.5555555555555556,0,1,2.1869808484808106,0.6299681053701095,Digital Enthusiasts
