ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,Complain,Z_CostContact,Z_Revenue
11130,1949,Master,Together,37713.0,1,1,2014-01-09,61,544,48,239,77,50,191,2,2,5,12,3,0,0,0,0,0,0,0,3,11
11131,1964,Graduation,Widow,35693.0,1,2,2012-07-13,73,173,28,357,35,46,82,4,6,5,7,11,0,0,0,0,0,0,0,3,11
11132,1968,Graduation,Single,93029.0,0,0,2012-12-25,20,868,160,539,263,162,261,1,15,6,18,5,1,1,0,0,1,0,0,3,11
11133,1983,Graduation,Together,44405.0,1,1,2013-09-27,50,95,5,10,23,28,9,4,1,0,1,4,1,0,0,0,0,0,0,3,11
11134,1964,Graduation,Together,62381.0,1,0,2012-09-16,38,168,64,104,2,101,22,2,2,4,3,2,0,0,0,0,0,0,0,3,11
11135,1971,2n Cycle,Together,68798.0,1,1,2013-11-12,42,340,318,286,208,138,106,3,4,2,15,5,0,0,1,0,0,0,0,3,11
11136,1988,PhD,Married,73071.0,0,0,2012-06-16,41,543,31,827,77,374,63,0,6,10,17,7,0,0,0,1,1,0,0,3,11
11137,1974,Graduation,Single,65839.0,1,0,2012-05-18,40,168,4,248,12,46,246,0,1,5,8,4,0,0,0,0,0,0,0,3,11
11138,1966,Graduation,Married,78652.0,0,0,2013-11-08,23,917,203,167,78,16,430,1,15,9,6,3,0,0,0,0,0,0,0,3,11
11139,1968,Master,Single,36065.0,1,2,2013-03-14,57,113,33,89,27,6,34,4,2,3,4,6,0,0,0,0,0,1,0,3,11
11140,1974,Graduation,Divorced,65247.0,0,1,2014-04-20,74,427,231,448,149,146,195,0,17,2,6,6,1,0,0,0,0,0,0,3,11
11141,1979,Graduation,Divorced,37737.0,0,1,2012-06-24,64,83,18,67,4,29,45,4,4,2,4,10,0,0,0,0,0,0,0,3,11
11142,1961,Master,Married,35664.0,1,0,2013-10-05,64,187,18,80,14,6,37,2,4,1,3,3,0,0,1,0,0,0,0,3,11
11143,1948,Graduation,Divorced,48026.0,1,0,2012-07-29,62,389,169,104,40,26,56,2,5,3,4,8,0,0,0,0,0,1,0,3,11
11144,1983,Graduation,Single,65735.0,1,0,2013-03-01,34,938,297,199,185,52,92,3,16,2,10,4,0,0,0,0,0,0,0,3,11
11145,2000,Graduation,Divorced,61443.0,1,0,2013-03-20,49,516,17,235,207,81,58,0,2,13,7,6,0,0,0,0,0,0,0,3,11
11146,1966,Graduation,Single,36170.0,0,1,2014-02-02,58,114,31,76,7,47,52,7,1,1,4,5,1,0,0,0,0,0,0,3,11
11147,1962,Graduation,Single,57331.0,1,0,2012-12-25,24,180,129,102,22,15,68,2,5,1,8,5,0,0,0,0,0,0,0,3,11
11148,1974,Graduation,Single,52384.0,1,0,2012-11-22,25,383,40,163,47,58,142,3,5,4,5,4,1,0,1,0,0,0,0,3,11
11149,1942,Graduation,Married,37549.0,1,0,2013-03-03,95,306,22,297,139,20,132,6,7,3,4,4,0,0,0,0,0,0,0,3,11
11150,1966,Basic,Single,83946.0,0,0,2014-05-30,53,831,582,410,107,86,187,1,8,12,17,5,1,0,0,0,1,1,0,3,11
11151,1946,Graduation,Divorced,60586.0,0,0,2012-12-11,45,211,18,314,70,78,56,4,3,4,5,5,1,1,0,0,0,0,0,3,11
11152,1965,Master,Widow,126131.0,0,0,2013-05-09,42,1154,983,503,234,110,378,1,5,11,39,3,0,0,1,0,0,0,0,3,11
11153,1954,Graduation,Single,105239.0,0,0,2012-03-06,32,342,11,497,79,254,89,0,12,1,10,2,0,0,1,0,0,0,0,3,11
11154,1980,Graduation,Together,28330.0,1,1,2013-06-27,96,97,20,75,8,25,3,2,2,0,1,11,0,0,0,0,0,0,0,3,11
11155,1967,Graduation,Together,85913.0,0,0,2012-03-09,25,647,219,513,163,455,20,0,12,4,16,2,0,0,0,1,0,0,0,3,11
11156,1961,Master,Widow,94740.0,0,0,2012-01-14,32,206,17,703,166,403,38,1,13,1,10,1,0,0,0,0,0,0,1,3,11
11157,1968,Graduation,Widow,93254.0,0,0,2012-08-23,10,1451,30,874,48,61,95,2,19,7,15,5,0,1,0,1,0,1,0,3,11
11158,1968,Graduation,Together,72403.0,1,1,2012-06-20,35,477,40,376,122,43,13,2,11,3,10,2,1,0,1,0,0,0,0,3,11
11159,1975,Master,Divorced,31632.0,1,1,2013-04-15,0,78,37,55,9,1,11,6,2,2,2,9,0,0,0,0,0,0,0,3,11
11160,1950,Graduation,Widow,91177.0,0,0,2012-07-06,33,940,46,633,40,230,59,0,7,2,23,4,1,0,0,0,0,1,0,3,11
11161,1955,2n Cycle,Single,41333.0,1,1,2012-07-10,80,92,3,29,88,27,59,5,2,2,4,5,0,0,0,0,0,0,0,3,11
11162,1951,Graduation,Single,61337.0,1,1,2014-03-10,89,369,25,176,74,130,110,2,3,5,7,4,0,0,0,0,0,1,0,3,11
11163,1962,Master,Widow,76605.0,0,0,2013-07-16,38,1413,79,162,266,134,152,2,10,5,20,1,0,0,0,1,0,0,0,3,11
11164,1957,PhD,Divorced,83997.0,0,0,2012-01-10,19,1056,111,263,568,170,95,0,17,1,16,2,1,0,1,0,0,0,0,3,11
11165,1963,Graduation,Divorced,30280.0,1,1,2013-11-16,33,470,22,84,74,34,16,1,5,4,6,1,0,0,0,0,0,0,0,3,11
11166,1964,Graduation,Widow,45922.0,1,1,2013-10-13,41,277,62,83,36,26,93,4,4,1,6,5,0,0,0,0,0,0,0,3,11
11167,1961,2n Cycle,Widow,34216.0,0,1,2014-03-14,22,97,16,36,18,14,32,3,1,1,2,8,0,0,0,0,1,0,0,3,11
11168,1951,Graduation,Divorced,42408.0,0,0,2013-04-30,46,312,24,202,61,24,69,3,10,3,4,4,0,1,0,0,0,0,0,3,11
11169,1968,Graduation,Divorced,93031.0,0,0,2014-04-29,1,513,20,686,51,227,178,1,4,13,11,2,0,1,0,0,1,1,0,3,11
11170,1977,Graduation,Together,64277.0,0,0,2014-04-26,24,1081,92,200,155,496,161,0,11,11,13,8,0,0,0,1,0,1,0,3,11
11171,1991,Graduation,Divorced,24185.0,0,2,2012-11-24,53,133,115,177,8,12,22,5,7,1,6,3,0,1,0,0,1,0,0,3,11
11172,1979,PhD,Together,67863.0,1,0,2012-03-12,45,412,86,254,85,350,275,0,7,4,7,8,0,0,0,1,1,0,0,3,11
11173,1978,Graduation,Together,31561.0,1,1,2014-04-28,21,120,24,63,25,80,12,4,2,4,6,7,0,0,0,0,0,0,0,3,11
11174,1964,2n Cycle,Widow,41876.0,0,1,2013-08-12,50,110,2,50,24,79,6,8,1,2,2,8,0,0,0,0,0,0,0,3,11
11175,1964,Graduation,Single,29407.0,1,1,2014-02-26,73,36,21,34,7,53,22,2,3,1,4,4,1,0,0,0,1,0,0,3,11
11176,1973,Master,Divorced,65391.0,1,0,2012-03-08,68,371,143,248,43,177,77,1,5,4,9,5,0,0,0,0,0,0,0,3,11
11177,1974,2n Cycle,Divorced,61421.0,0,0,2012-10-11,36,300,89,443,225,63,76,1,6,4,8,5,0,0,0,0,0,0,0,3,11
11178,1978,Graduation,Divorced,95625.0,1,0,2012-01-01,76,755,427,603,143,61,84,2,6,15,16,2,0,0,0,0,0,1,0,3,11
11179,1962,Master,Widow,92273.0,0,0,2012-11-28,43,947,94,644,388,110,88,0,9,3,30,4,0,0,0,0,0,0,1,3,11
11180,1966,Graduation,Widow,36109.0,1,1,2013-11-08,59,183,63,90,13,28,20,3,3,3,3,10,0,0,0,0,1,0,0,3,11
11181,1957,Graduation,Widow,66192.0,0,0,2012-05-31,55,205,188,790,1,96,181,2,8,3,13,0,0,0,0,1,0,0,0,3,11
11182,1950,Graduation,Widow,66978.0,0,0,2012-12-03,16,594,221,446,77,41,86,3,7,2,15,4,0,0,0,0,0,0,0,3,11
11183,1980,Graduation,Married,80080.0,1,0,2014-02-21,4,1479,34,713,419,71,582,3,30,9,17,4,0,0,1,0,0,1,0,3,11
11184,1970,Graduation,Single,89851.0,0,0,2012-10-01,48,1734,92,454,5,105,156,1,6,17,11,2,1,0,0,0,0,0,0,3,11
11185,1959,Graduation,Divorced,46044.0,1,0,2013-04-21,63,322,10,72,5,1,126,2,4,2,6,5,0,0,0,0,0,0,0,3,11
11186,1976,Graduation,Widow,73658.0,0,0,2013-01-27,60,192,24,250,16,360,263,0,4,7,5,3,0,1,0,0,0,1,0,3,11
11187,1953,2n Cycle,Together,49176.0,1,0,2012-07-04,74,229,63,83,39,25,158,2,1,1,3,6,0,0,0,0,0,0,0,3,11
11188,1968,2n Cycle,Widow,74203.0,0,0,2014-04-16,72,732,372,280,8,114,417,3,13,9,8,2,0,0,0,0,0,1,0,3,11
11189,1963,Master,Divorced,35944.0,0,1,2013-12-29,26,123,19,136,42,8,7,5,5,3,6,10,0,0,0,1,0,0,0,3,11
11190,1986,Graduation,Single,68004.0,0,0,2012-12-17,30,939,243,1112,54,43,622,1,12,22,12,8,0,0,0,0,1,1,0,3,11
11191,1986,2n Cycle,Together,69364.0,0,0,2014-02-04,31,482,111,407,71,8,157,1,10,6,8,1,1,0,0,0,0,0,0,3,11
11192,1962,Basic,Single,75711.0,1,1,2013-03-23,77,295,172,46,235,16,33,5,4,4,11,0,0,0,0,0,0,0,0,3,11
11193,1956,Master,Single,45489.0,0,0,2013-07-29,60,162,39,93,3,7,24,3,1,3,4,7,0,0,0,0,0,0,0,3,11
11194,1963,Master,Together,51241.0,1,1,2012-09-20,77,233,56,90,13,78,45,1,5,3,3,3,0,0,0,0,0,0,0,3,11
11195,1967,Graduation,Single,98007.0,0,0,2012-12-20,34,1206,240,1227,177,110,71,3,13,16,12,2,1,0,0,0,0,0,0,3,11
11196,1979,2n Cycle,Single,64696.0,0,0,2014-04-13,37,356,333,81,195,9,367,0,9,3,8,8,1,0,0,1,0,1,0,3,11
11197,1978,Graduation,Widow,34380.0,0,2,2012-07-17,72,13,3,15,5,7,10,2,3,1,4,5,0,0,0,0,0,0,0,3,11
11198,1971,PhD,Married,47681.0,0,0,2013-01-07,43,565,101,420,240,22,137,0,13,3,8,1,0,0,0,0,0,0,0,3,11
11199,1972,Graduation,Divorced,34309.0,1,2,2013-11-20,66,310,22,170,8,16,55,1,9,1,3,7,0,0,0,0,0,0,0,3,11
11200,1963,Graduation,Married,30657.0,1,1,2012-10-23,72,59,3,50,1,5,13,5,4,0,2,9,0,0,0,0,0,0,0,3,11
11201,1973,Basic,Together,26904.0,1,1,2013-11-24,67,278,84,100,7,2,28,5,9,4,3,12,0,0,0,0,0,0,0,3,11
11202,1954,PhD,Widow,44350.0,0,0,2012-12-18,73,67,4,44,29,22,50,5,1,0,3,3,0,1,0,0,0,0,0,3,11
11203,1976,Master,Divorced,30820.0,1,1,2013-04-04,59,200,13,87,48,7,44,3,6,2,6,6,0,0,1,0,0,0,0,3,11
11204,1967,Graduation,Together,101146.0,0,0,2014-06-11,31,792,52,386,305,104,253,1,7,12,13,2,0,1,0,0,0,1,0,3,11
11205,1961,Graduation,Divorced,101497.0,0,0,2013-10-30,5,283,65,351,16,16,47,0,7,9,4,7,0,0,0,0,1,0,0,3,11
11206,1975,Graduation,Widow,31716.0,0,1,2014-04-06,79,195,8,36,28,56,8,3,1,0,3,10,0,0,0,0,0,0,0,3,11
11207,1973,Master,Together,61704.0,0,0,2012-06-28,75,715,87,676,221,5,77,3,15,3,10,3,0,1,0,1,0,1,0,3,11
11208,1984,Graduation,Divorced,44824.0,0,1,2014-01-21,0,762,129,260,62,89,18,0,3,7,11,4,1,1,0,0,0,0,0,3,11
11209,1971,Graduation,Together,58881.0,1,0,2013-04-21,52,453,65,465,10,32,412,2,8,5,10,4,1,1,0,1,0,0,0,3,11
11210,1976,Graduation,Together,41157.0,0,2,2013-11-20,54,127,41,29,9,16,17,3,6,2,3,9,0,0,0,0,0,0,0,3,11
11211,1947,Graduation,Widow,61328.0,0,0,2012-10-19,47,181,16,65,4,7,33,0,5,0,4,8,0,1,0,0,0,0,0,3,11
11212,1971,Graduation,Married,32950.0,1,1,2013-10-20,71,119,68,103,51,2,22,3,5,5,3,8,0,0,0,0,0,0,0,3,11
11213,1965,Master,Married,80219.0,1,0,2014-06-11,37,367,498,430,663,6,272,1,8,2,22,8,0,0,0,1,0,1,0,3,11
11214,1987,Master,Married,48002.0,0,1,2013-03-23,46,420,327,275,352,166,225,1,12,10,4,3,0,0,0,1,1,0,0,3,11
11215,1983,Graduation,Married,29608.0,0,1,2013-01-16,50,64,12,42,1,2,10,3,2,2,1,11,0,0,0,0,0,0,0,3,11
11216,1982,Graduation,Divorced,74912.0,0,1,2013-04-19,71,323,11,129,36,44,104,5,3,5,5,2,0,0,1,0,0,0,0,3,11
11217,1983,Basic,Single,53081.0,1,1,2012-07-04,52,73,19,41,30,16,25,6,3,1,2,10,1,0,1,0,0,0,0,3,11
11218,1983,Graduation,Married,41941.0,0,1,2013-05-20,41,72,11,51,5,7,7,6,1,1,1,10,0,0,0,0,0,0,0,3,11
11219,1962,PhD,Together,89277.0,0,0,2012-06-25,35,519,219,624,68,463,40,0,17,8,10,1,0,0,1,0,0,0,0,3,11
11220,1967,Graduation,Widow,58019.0,0,0,2013-09-14,9,1084,55,300,265,11,492,0,6,3,25,4,0,0,0,1,0,0,0,3,11
11221,1970,Graduation,Single,60059.0,0,0,2014-06-15,33,366,114,315,82,21,205,1,10,2,13,6,0,0,0,0,0,0,0,3,11
11222,1957,Graduation,Divorced,53363.0,1,1,2013-11-17,88,252,40,271,39,54,178,3,2,4,9,5,0,0,0,0,0,0,0,3,11
11223,1976,Graduation,Together,35374.0,0,1,2014-06-18,57,145,15,146,19,9,18,7,4,2,4,13,0,0,0,1,0,1,0,3,11
11224,1953,Graduation,Widow,72142.0,0,0,2013-01-30,0,466,140,497,34,116,290,1,6,9,12,4,1,0,0,0,0,0,0,3,11
11225,1959,Graduation,Together,52686.0,0,0,2013-12-20,42,88,45,129,58,106,153,3,1,2,6,8,0,0,0,0,0,0,0,3,11
11226,1988,Graduation,Widow,66514.0,1,0,2013-05-20,55,325,8,35,49,39,91,0,3,4,4,5,0,0,0,0,0,0,1,3,11
11227,1971,Master,Single,78513.0,0,0,2013-03-08,40,518,54,228,21,158,35,0,5,8,11,9,1,0,1,0,0,0,0,3,11
11228,1955,Graduation,Divorced,53440.0,1,1,2013-07-22,67,312,122,136,18,20,14,0,5,6,2,1,1,0,0,0,0,0,0,3,11
11229,1950,Graduation,Single,115064.0,0,0,2013-08-22,14,725,206,507,197,46,344,0,17,2,16,4,0,0,0,0,0,0,0,3,11
11230,1971,Graduation,Divorced,90144.0,0,0,2012-02-14,18,387,810,583,93,12,308,1,9,13,15,3,1,0,0,0,1,0,0,3,11
11231,1965,Graduation,Married,37133.0,0,1,2013-09-23,71,63,7,54,25,34,123,1,2,2,5,1,0,0,0,0,0,0,0,3,11
11232,1958,Graduation,Divorced,111349.0,0,0,2013-04-18,63,653,555,95,129,89,196,0,1,3,25,3,0,0,0,0,1,0,0,3,11
11233,1976,Graduation,Single,31246.0,0,1,2012-04-27,49,97,29,93,3,19,70,2,6,1,4,8,0,0,0,0,0,0,0,3,11
11234,1972,Master,Together,158016.0,0,0,2012-06-10,28,1139,404,716,119,122,280,0,13,5,28,5,0,1,0,0,0,0,0,3,11
11235,1961,Graduation,Divorced,97015.0,0,0,2012-05-09,52,1117,58,362,62,18,216,1,10,3,13,2,1,0,0,0,0,0,0,3,11
11236,1962,Graduation,Divorced,97123.0,0,0,2014-01-10,30,1357,18,245,12,189,323,1,19,4,11,4,0,0,0,0,0,1,0,3,11
11237,1989,PhD,Divorced,72198.0,1,0,2012-12-20,52,351,32,448,79,10,151,0,6,4,8,3,0,0,0,0,0,1,0,3,11
11238,1976,Graduation,Widow,131005.0,0,0,2013-01-23,11,507,16,442,232,126,164,0,12,5,8,1,0,1,0,0,0,0,0,3,11
11239,1987,Master,Together,105458.0,0,0,2012-12-03,28,599,110,844,135,230,400,1,30,4,6,8,0,1,0,1,0,1,0,3,11
11240,1949,2n Cycle,Married,37722.0,0,0,2013-10-16,38,120,142,110,22,55,54,5,3,1,4,4,0,1,1,0,0,0,0,3,11
11241,1980,Graduation,Single,86063.0,1,0,2013-02-25,0,684,27,382,2,5,232,0,2,7,8,10,0,0,1,0,0,0,0,3,11
11242,1979,Graduation,Together,60716.0,1,0,2014-06-10,18,327,160,361,213,30,71,2,6,6,10,6,0,0,0,0,0,0,0,3,11
11243,1980,Master,Together,91950.0,0,0,2012-09-29,37,324,247,356,303,21,442,0,5,8,11,6,0,0,1,0,0,0,0,3,11
11244,1986,PhD,Divorced,50327.0,1,0,2014-05-06,50,127,269,229,137,7,247,2,4,3,5,3,0,0,0,0,1,0,0,3,11
11245,1981,Master,Married,72214.0,0,0,2013-07-10,54,452,54,192,36,98,116,1,3,5,11,7,1,0,0,0,1,0,0,3,11
11246,1977,PhD,Single,33358.0,1,1,2013-07-29,69,48,4,33,10,7,48,1,2,2,2,6,0,0,0,0,0,0,0,3,11
11247,1966,Graduation,Single,91821.0,0,0,2013-11-10,23,489,63,896,51,120,579,0,2,18,15,5,0,0,0,0,1,0,0,3,11
11248,1949,Master,Married,49128.0,0,1,2014-02-27,11,206,40,280,11,1,139,1,4,5,3,8,1,0,0,0,0,1,0,3,11
11249,1935,Graduation,Divorced,76420.0,0,0,2014-02-23,26,288,226,226,15,10,92,3,6,2,3,6,0,0,0,0,0,0,0,3,11
11250,1967,Graduation,Widow,133789.0,0,0,2014-03-14,52,809,60,337,232,48,67,2,3,6,13,2,0,1,1,0,1,1,0,3,11
11251,1958,2n Cycle,Widow,90841.0,0,0,2013-01-03,9,727,605,1211,441,769,153,1,12,11,35,1,1,1,0,0,1,0,0,3,11
11252,1973,PhD,Widow,91159.0,0,0,2013-12-02,26,1028,75,288,11,31,211,0,4,11,9,2,0,0,1,1,1,0,0,3,11
11253,1985,Graduation,Married,35265.0,0,1,2012-09-19,59,106,2,40,8,17,28,2,2,2,3,10,0,1,0,0,1,0,0,3,11
11254,1969,Graduation,Together,112282.0,0,0,2013-03-17,0,413,374,218,128,34,136,1,6,5,10,5,0,1,0,0,0,0,0,3,11
11255,1966,Graduation,Single,48689.0,0,0,2012-05-15,59,115,22,37,102,31,14,2,2,0,7,9,0,0,0,0,0,0,0,3,11
11256,1971,PhD,Single,34929.0,1,1,2013-01-22,91,136,47,237,39,8,34,0,5,2,4,4,0,0,0,0,0,0,0,3,11
11257,1960,2n Cycle,Widow,63242.0,1,0,2013-05-19,51,377,25,248,191,16,187,1,4,6,10,8,1,1,1,0,1,1,0,3,11
11258,1987,Master,Together,34121.0,1,1,2014-01-21,52,122,36,164,16,5,9,4,4,2,4,6,0,0,0,0,0,0,0,3,11
11259,1940,Master,Single,51609.0,0,0,2012-02-04,26,67,61,194,25,67,27,2,3,1,5,6,0,0,0,0,0,0,0,3,11
11260,1971,PhD,Divorced,65598.0,0,0,2013-06-22,21,1697,26,925,130,506,498,1,16,31,11,2,0,0,1,0,1,0,0,3,11
11261,1991,Graduation,Widow,74830.0,1,0,2014-02-10,49,332,63,159,111,223,118,0,3,2,14,10,0,0,0,0,0,0,0,3,11
11262,1970,Graduation,Divorced,95829.0,0,1,2013-11-29,37,364,64,259,80,6,267,1,1,3,6,4,0,0,0,1,0,0,0,3,11
11263,1959,Graduation,Divorced,60069.0,0,0,2013-03-05,42,295,44,214,30,138,350,4,13,1,7,4,0,0,0,0,0,1,0,3,11
11264,1963,Graduation,Widow,50904.0,1,1,2013-01-03,80,187,0,58,26,39,50,2,2,3,4,7,1,0,1,0,0,0,0,3,11
11265,1959,Graduation,Widow,43905.0,1,0,2013-07-02,46,643,186,161,57,95,289,5,14,6,7,5,1,0,0,1,0,1,0,3,11
11266,1971,2n Cycle,Widow,94356.0,0,0,2013-09-25,18,383,211,1012,92,21,370,1,4,13,12,1,0,0,0,1,0,0,0,3,11
11267,1951,Graduation,Divorced,43061.0,0,0,2012-12-26,55,67,167,100,82,104,13,1,1,2,7,4,0,1,0,0,0,0,0,3,11
11268,1973,Graduation,Together,62105.0,1,0,2013-05-05,66,325,233,191,93,27,43,3,7,2,4,3,1,0,0,1,0,0,0,3,11
11269,1971,2n Cycle,Married,75855.0,1,0,2012-01-04,34,167,106,213,55,2,27,0,4,5,4,5,0,0,0,0,0,0,0,3,11
11270,1954,Master,Divorced,53070.0,0,1,2012-10-12,32,149,52,62,31,15,249,5,2,1,4,9,0,1,0,0,1,1,0,3,11
11271,1973,Graduation,Divorced,49002.0,0,0,2013-12-10,50,962,274,419,47,4,69,1,13,4,9,7,1,1,0,1,0,0,0,3,11
11272,1972,Graduation,Divorced,49968.0,1,0,2013-01-08,30,558,190,211,226,125,134,1,10,1,15,5,0,1,0,1,0,0,0,3,11
11273,1970,Master,Married,28828.0,1,1,2013-03-02,70,71,59,119,6,13,13,7,2,1,3,16,0,0,0,0,0,0,0,3,11
11274,1968,Graduation,Widow,99295.0,0,0,2014-04-24,0,229,55,460,260,23,275,0,7,5,7,1,0,1,0,0,0,0,0,3,11
11275,1989,Graduation,Divorced,,0,0,2012-12-31,38,816,7,253,64,106,7,3,16,1,7,8,0,0,0,0,1,0,0,3,11
11276,1962,PhD,Divorced,118191.0,0,0,2013-01-27,22,1274,82,249,769,53,364,0,35,3,9,4,0,1,0,0,0,0,0,3,11
11277,1966,Graduation,Single,61597.0,0,0,2013-11-14,6,556,38,314,84,120,1125,1,11,10,18,4,0,0,1,0,1,0,0,3,11
11278,1957,PhD,Married,69093.0,1,1,2014-01-31,25,216,59,215,79,61,32,1,8,1,6,8,0,0,0,0,0,0,0,3,11
11279,1961,Graduation,Divorced,45827.0,0,2,2012-11-08,51,104,8,64,10,8,13,2,3,2,2,4,1,0,0,0,0,0,0,3,11
11280,1989,2n Cycle,Together,47719.0,1,0,2012-06-07,14,392,7,290,473,93,344,0,9,5,12,9,0,0,0,0,0,0,0,3,11
11281,1964,2n Cycle,Married,61176.0,1,0,2013-08-05,0,186,45,90,20,5,3,2,1,2,3,1,0,0,0,0,0,0,0,3,11
11282,1978,Graduation,Married,80922.0,0,0,2012-04-02,12,405,11,267,71,20,556,5,5,8,11,3,0,0,0,0,1,0,0,3,11
11283,1969,Graduation,Married,42422.0,0,1,2013-10-15,31,361,39,210,50,41,42,4,4,2,7,6,0,0,0,0,0,0,0,3,11
11284,1957,Graduation,Together,40022.0,0,0,2013-03-09,52,161,9,134,15,12,17,3,1,2,4,5,0,0,0,0,0,0,0,3,11
11285,1967,PhD,Married,58756.0,1,0,2014-06-03,25,156,103,124,19,118,46,3,7,0,5,5,0,0,0,0,0,0,0,3,11
11286,1979,Graduation,Married,42389.0,0,0,2012-09-27,37,336,50,217,164,271,108,0,5,4,14,3,1,0,0,0,0,1,0,3,11
11287,1975,PhD,Together,62167.0,0,0,2013-11-22,17,458,55,209,107,14,121,1,5,4,9,9,0,1,1,0,0,0,0,3,11
11288,1972,2n Cycle,Married,81612.0,0,0,2012-01-03,55,614,94,534,64,306,94,0,3,5,26,7,0,1,0,0,1,1,0,3,11
11289,1973,Graduation,Married,38140.0,1,1,2012-01-22,66,48,71,64,108,23,20,8,1,3,3,3,0,0,0,0,0,0,0,3,11
11290,1995,Graduation,Together,58827.0,1,0,2013-02-07,31,515,226,277,24,143,34,2,5,6,4,3,0,0,0,0,1,1,0,3,11
11291,1984,Graduation,Married,45397.0,0,1,2013-07-16,61,145,42,88,50,20,34,10,3,1,7,6,0,0,0,0,0,0,0,3,11
11292,1955,Graduation,Together,46180.0,0,1,2012-05-30,70,145,6,90,2,8,30,8,1,0,3,3,0,0,0,0,0,0,0,3,11
11293,1986,2n Cycle,Widow,84470.0,0,0,2013-07-08,39,785,193,1385,1002,5,480,3,11,17,31,1,0,1,1,0,0,0,0,3,11
11294,1966,Graduation,Single,77421.0,0,1,2013-08-21,41,493,165,323,59,124,53,2,6,4,5,7,1,0,0,0,0,0,0,3,11
11295,1985,PhD,Divorced,80694.0,1,0,2012-04-21,0,827,46,281,7,35,44,1,9,5,3,7,0,0,1,0,0,0,0,3,11
11296,1968,Graduation,Single,104208.0,0,0,2014-02-15,16,388,123,194,55,91,141,0,7,2,4,4,0,0,0,0,0,1,0,3,11
11297,1961,Graduation,Single,94909.0,0,0,2013-11-06,10,731,323,357,42,64,29,2,8,1,15,2,0,0,0,1,0,1,0,3,11
11298,1978,Graduation,Married,38686.0,0,1,2012-10-26,81,111,58,99,105,15,44,7,1,2,6,7,0,0,0,1,0,0,0,3,11
11299,1965,Master,Divorced,61988.0,1,0,2012-12-03,29,324,64,125,30,61,89,0,2,5,7,5,0,0,0,0,0,0,0,3,11
11300,1966,Master,Together,70622.0,0,0,2012-09-01,13,336,20,204,102,12,162,0,5,4,9,5,0,1,1,0,0,0,0,3,11
11301,1968,Graduation,Together,31391.0,1,1,2013-07-15,70,157,12,62,30,8,14,6,7,0,3,5,0,0,0,0,0,1,0,3,11
11302,1974,PhD,Together,35916.0,0,1,2013-09-07,24,252,30,129,33,16,12,2,2,2,1,11,0,0,0,0,0,0,0,3,11
11303,1972,Graduation,Divorced,68216.0,1,0,2012-08-29,36,569,14,369,18,149,49,0,6,7,9,7,0,0,0,0,0,0,0,3,11
11304,1941,Graduation,Divorced,69367.0,0,0,2013-05-06,8,217,73,226,7,7,14,2,5,2,5,2,0,0,0,0,1,0,0,3,11
11305,1955,Graduation,Single,51567.0,0,0,2012-06-08,36,122,75,54,0,50,5,2,6,1,2,3,0,0,0,0,0,0,0,3,11
11306,1958,Graduation,Together,46446.0,1,1,2013-01-05,47,175,13,77,10,2,55,3,1,3,5,9,0,0,0,0,0,0,0,3,11
11307,1976,Master,Married,47155.0,0,1,2012-12-22,90,163,12,63,54,16,51,3,2,2,5,9,0,0,0,0,0,0,0,3,11
11308,1960,Graduation,Widow,85929.0,0,0,2012-12-06,24,187,26,360,92,67,232,2,4,5,6,5,0,0,0,0,1,0,0,3,11
11309,1950,Master,Divorced,58568.0,0,0,2012-07-04,32,383,22,385,32,12,121,2,5,5,7,6,0,0,0,0,1,0,0,3,11
11310,1986,Basic,Single,61910.0,0,0,2012-01-22,35,458,105,666,121,23,165,4,19,3,7,6,0,0,0,0,1,0,0,3,11
11311,1952,Graduation,Widow,67740.0,0,0,2014-06-07,83,404,275,64,7,62,142,3,5,2,8,5,0,1,0,0,1,0,0,3,11
11312,1971,PhD,Married,43153.0,0,1,2012-12-29,12,76,33,71,88,79,3,9,2,0,3,8,0,1,0,0,0,0,0,3,11
11313,1973,Basic,Together,70931.0,0,0,2013-10-16,44,1182,108,729,46,50,321,0,6,18,14,6,0,0,0,0,0,0,0,3,11
11314,1964,Graduation,Widow,92955.0,1,0,2014-02-14,36,617,30,1072,9,95,493,0,7,8,18,1,0,0,0,1,0,0,0,3,11
11315,1970,Graduation,Married,52837.0,1,1,2012-02-03,55,135,103,76,32,3,40,5,2,1,1,8,0,1,0,0,0,0,0,3,11
11316,1972,Graduation,Together,36647.0,1,2,2012-12-24,51,42,10,56,1,15,16,5,1,1,2,9,0,0,0,0,0,0,0,3,11
11317,1967,Graduation,Divorced,98431.0,1,0,2012-12-12,59,463,80,230,15,115,171,2,5,7,12,6,0,0,0,0,0,0,0,3,11
11318,1972,2n Cycle,Single,42384.0,1,1,2013-07-25,73,108,19,63,5,2,15,6,1,1,4,13,0,0,0,1,0,1,0,3,11
11319,1956,Graduation,Together,42263.0,1,0,2014-04-01,29,271,57,218,8,25,10,2,1,1,10,3,0,0,0,1,0,1,0,3,11
